cust_id,No_of_days_frm_L_pur,total_sale,No_baskets,item_cnt,no_SKUs,no_Categories,avg_no_prds_w_ret,Flag_Multi_cat_p2
129500239,7,588.6,2,46,30,6,23,1
129500507,55,398.9,2,9,4,3,4.5,1
129501614,21,2184.43,4,70,42,15,17.5,1
129502170,59,5244.8,2,6,6,3,3,1
129503297,13,982.25,4,16,15,7,4,1
129505153,64,47.2,1,9,2,1,9,0
129509790,15,211,2,25,10,5,12.5,1
129510970,19,201.8,2,14,12,4,7,1
129511491,64,130.78,1,6,3,1,6,0
129514322,63,436,1,5,2,1,5,0
129518076,49,210.96,2,16,2,2,8,0
129519843,63,79,1,2,2,2,2,1
129521841,63,170,1,2,1,1,2,0
129526742,63,404.39,1,13,7,2,13,1
129528148,63,320.76,1,15,6,2,15,1
129531121,2,1399.47,6,40,26,16,6.666666667,1
129532364,63,144.9,1,3,2,1,3,0
129534944,57,600.92,2,42,20,5,21,1
129535609,63,112.9,1,13,6,3,13,1
129536823,63,103.4,1,2,2,1,2,0
129540094,61,59.4,1,7,3,2,7,1
129541755,31,803.46,2,38,10,5,19,1
129543058,63,548.65,1,46,22,4,46,1
129543461,59,231.4,2,4,2,2,2,1
129543479,63,211.52,1,22,5,1,22,0
129543869,1,512,2,2,2,2,1,0
129544460,63,197.8,1,20,14,4,20,1
129548186,63,3538,1,2,2,1,2,0
129551023,63,99,1,3,1,1,3,0
129553692,63,428.9,1,66,26,4,66,1
129554588,54,170.08,2,23,6,3,11.5,1
129558193,63,121,1,5,4,1,5,0
129559775,62,1288,1,1,1,1,1,0
129562263,61,8140.2,2,35,13,3,17.5,1
129562294,62,133.7,1,30,12,1,30,0
129562375,62,105,1,13,7,3,13,1
129562569,62,1,1,1,1,1,1,0
129562692,62,102.48,1,19,7,2,19,1
129564755,62,140.9,1,6,6,4,6,1
129565541,62,450,1,10,1,1,10,0
129567969,62,110.8,1,2,2,2,2,1
129571121,13,100.4,1,13,2,2,13,1
129575168,0,853.9,4,35,9,6,8.75,1
129577337,18,783.17,3,87,34,11,29,1
129578350,18,140,1,3,3,1,3,0
129579561,62,455,1,6,2,1,6,0
129580558,62,224,1,5,2,1,5,0
129581436,62,360.9,1,36,6,3,36,1
129582108,62,119.7,1,3,1,1,3,0
129585139,62,382.2,1,35,19,3,35,1
129585526,19,140.97,1,17,14,3,17,1
129588726,62,100.56,1,17,11,3,17,1
129589308,62,199,1,1,1,1,1,0
129589527,62,186,1,3,3,1,3,0
129590491,62,108.7,1,6,4,2,6,1
129591727,62,418.5,1,17,1,1,17,0
129592414,58,302,1,44,23,3,44,1
129595017,62,117.5,1,5,1,1,5,0
129596119,62,48,1,1,1,1,1,0
129597333,62,381.3,1,54,19,5,54,1
129597499,61,733,1,38,21,5,38,1
129599469,62,293.7,1,3,1,1,3,0
129599721,20,207.58,2,16,8,2,8,1
129600276,62,221.1,1,16,10,3,16,1
129600332,62,1476,1,3,3,1,3,0
129601240,27,7857,3,22,10,5,7.333333333,1
129601534,62,411.8,1,77,3,2,77,1
129601796,57,597.39,1,34,12,4,34,1
129602434,10,101.3,1,2,2,2,2,1
129602475,61,238,1,1,1,1,1,0
129603127,62,179,1,1,1,1,1,0
129603944,62,121.8,1,3,2,2,3,1
129604249,22,100.6,1,10,7,3,10,1
129604649,62,104.88,1,6,3,1,6,0
129604991,61,186.7,1,8,8,1,8,0
129605658,8,100.7,1,29,13,2,29,1
129606962,62,294.7,1,1,1,1,1,0
129607448,62,407.6,1,47,1,1,47,0
129609144,44,203.2,2,12,10,4,6,1
129610323,57,36,1,4,4,1,4,0
129611788,35,244.56,2,16,10,3,8,1
129612083,51,800.58,3,46,18,7,15.33333333,1
129613603,61,108.7,1,7,6,3,7,1
129618384,59,272.2,1,20,18,3,20,1
129621085,11,146.9,1,4,4,2,4,1
129627580,61,170.9,1,21,11,2,21,1
129628152,11,347,2,16,13,5,8,1
129629246,61,171.16,1,22,10,1,22,0
129630144,61,90,1,3,2,2,3,1
129630655,61,796,1,3,2,1,3,0
129631144,61,1499,1,1,1,1,1,0
129631870,61,107.89,1,17,13,2,17,1
129632392,57,119.66,1,15,5,2,15,1
129632423,35,120.9,1,17,9,2,17,1
129633418,61,289.6,1,4,1,1,4,0
129633878,61,100.6,1,2,2,2,2,1
129636699,61,299.4,1,6,1,1,6,0
129639233,61,109.2,1,7,5,2,7,1
129639842,61,408,1,12,7,2,12,1
129641059,61,316.06,1,25,4,1,25,0
129642621,41,245,1,2,1,1,2,0
129643309,61,548.06,1,64,12,3,64,1
129643550,61,247.2,1,13,6,3,13,1
129644232,56,179,1,1,1,1,1,0
129646120,60,102.1,1,8,7,3,8,1
129646503,60,49,1,1,1,1,1,0
129647850,61,229.7,1,3,1,1,3,0
129648156,61,414.7,1,10,2,2,10,1
129651533,3,134.4,1,6,6,1,6,0
129652219,61,265.16,1,27,14,3,27,1
129652301,38,92.34,1,9,8,1,9,0
129652383,61,489,1,1,1,1,1,0
129654647,4,835.32,3,58,4,3,19.33333333,0
129655298,7,389.89,3,39,30,10,13,1
129656167,61,4299,1,4,4,1,4,0
129657217,61,47,1,2,2,1,2,0
129658518,55,209.5,2,31,17,5,15.5,1
129660972,3,404.05,2,21,13,4,10.5,1
129661413,53,1588,1,1,1,1,1,0
129662506,61,649,1,1,1,1,1,0
129664122,25,815.8,7,21,14,11,3,1
129665860,61,282,1,1,1,1,1,0
129668614,8,171.3,2,20,10,2,10,0
129672834,61,425,1,7,1,1,7,0
129673224,61,401.2,1,5,2,2,5,1
129674200,60,499.8,1,28,19,4,28,1
129676340,60,132.8,1,4,4,3,4,1
129685131,60,419.4,1,68,2,2,68,1
129685624,60,88,1,1,1,1,1,0
129686319,25,1028.18,3,22,17,6,7.333333333,1
129687550,57,198.69,1,9,8,2,9,1
129691806,60,425,1,5,1,1,5,0
129692322,60,209.16,1,26,2,1,26,0
129693505,60,49.8,1,2,2,2,2,1
129693526,60,427.9,1,3,2,2,3,1
129694293,60,88,1,1,1,1,1,0
129694923,57,61.7,1,3,2,1,3,0
129698604,24,541.8,3,70,21,10,23.33333333,1
129700890,60,929,1,1,1,1,1,0
129700961,36,115.3,1,4,4,2,4,1
129702213,18,302.8,2,21,15,5,10.5,1
129702384,59,473,2,4,4,2,2,1
129705678,60,142.2,1,14,4,2,14,1
129711899,59,489.6,1,19,3,1,19,0
129714133,60,410.2,1,23,16,2,23,1
129716173,60,401.2,1,5,2,2,5,1
129716454,60,150.6,1,13,10,3,13,1
129716918,45,539.25,2,16,15,5,8,1
129717423,58,88,1,4,3,2,4,1
129717855,7,1302.2,7,36,33,16,5.142857143,1
129719346,11,735,2,62,41,5,31,1
129719793,5,137,1,19,10,4,19,1
129720783,60,404.4,1,17,6,2,17,1
129721065,18,971.56,3,82,27,10,27.33333333,1
129721493,60,190,1,2,1,1,2,0
129725670,60,138.9,1,5,5,2,5,1
129729318,60,112.2,1,9,7,2,9,1
129729726,17,1761.47,2,20,12,3,10,1
129732869,25,198.23,2,21,12,6,10.5,1
129738458,42,239.56,2,12,11,5,6,1
129739145,40,850,2,9,2,2,4.5,1
129739539,38,5974.8,2,32,24,5,16,1
129740210,59,168.4,1,8,8,1,8,0
129741402,33,2762.1,3,44,13,4,14.66666667,1
129742477,59,668,1,8,1,1,8,0
129742660,59,215,1,1,1,1,1,0
129743058,51,426.2,3,22,15,9,7.333333333,1
129748151,3,392.3,2,10,6,2,5,1
129749414,5,377,2,2,2,2,1,0
129749858,59,237.68,1,58,9,2,58,1
129751565,59,259.92,1,12,1,1,12,0
129752372,4,101.67,1,12,11,2,12,1
129752746,59,212.6,1,5,4,3,5,1
129754559,16,886,3,4,4,3,1.333333333,1
129757849,59,167.4,1,6,1,1,6,0
129758581,59,114,1,5,1,1,5,0
129758616,59,59,1,3,3,1,3,0
129758842,8,837.09,4,24,20,5,6,1
129759027,58,267,1,8,5,1,8,0
129760486,20,552.7,2,154,3,2,77,1
129763243,59,445,1,50,1,1,50,0
129763833,58,104.9,1,9,5,2,9,1
129766702,19,542.8,2,85,19,5,42.5,1
129767949,59,401.7,1,39,7,3,39,1
129768387,27,311.8,2,12,9,4,6,1
129768483,59,411.5,1,33,2,1,33,0
129771652,58,433.48,2,25,12,3,12.5,1
129773840,59,184.18,1,20,14,3,20,1
129776881,59,332.5,1,5,5,1,5,0
129776950,59,414.1,1,19,2,1,19,0
129777629,59,313,1,23,16,2,23,1
129778128,49,267.4,2,11,11,7,5.5,1
129779294,29,175.38,2,14,8,5,7,1
129780367,59,241.89,1,18,10,4,18,1
129783671,34,505.54,3,39,26,9,13,1
129784177,34,106.4,1,6,5,3,6,1
129786002,59,468,1,1,1,1,1,0
129786774,59,115,1,30,1,1,30,0
129788246,59,44.9,1,1,1,1,1,0
129790040,40,97.5,1,5,1,1,5,0
129790598,58,214.9,1,18,13,3,18,1
129791747,57,1347,2,3,3,3,1.5,1
129806157,58,197.2,1,1,1,1,1,0
129806507,58,126.1,1,6,5,3,6,1
129807477,6,131.6,1,26,4,2,26,1
129808695,58,298.2,1,29,14,4,29,1
129810623,58,179,1,1,1,1,1,0
129813204,43,473,1,7,2,2,7,1
129814377,58,120.48,1,9,7,2,9,1
129817163,4,547,4,51,9,6,12.75,1
129817444,38,18567.9,2,1080,8,4,540,1
129818332,5,707,3,36,10,5,12,1
129818691,57,193.42,1,13,1,1,13,0
129820053,57,190.2,1,13,10,3,13,1
129821087,57,526.49,2,12,9,6,6,1
129821502,58,99,1,1,1,1,1,0
129821686,11,679.29,3,8,8,6,2.666666667,1
129823354,58,109,1,1,1,1,1,0
129824005,58,399,1,1,1,1,1,0
129824952,56,197.5,1,6,5,4,6,1
129825154,55,211,2,3,3,2,1.5,0
129826551,41,137.7,1,10,3,1,10,0
129828777,58,215.09,1,10,7,2,10,1
129833166,57,337.7,2,24,16,3,12,1
129834752,58,499.1,1,36,12,3,36,1
129837541,58,115.1,1,3,3,1,3,0
129837595,57,203.76,1,35,11,4,35,1
129849942,9,691.4,4,12,11,8,3,1
129850788,25,401.1,2,44,17,4,22,1
129852469,54,112,1,2,1,1,2,0
129853104,9,286.56,3,26,18,9,8.666666667,1
129853314,57,204.8,1,3,2,2,3,1
129853379,57,386.92,1,17,3,1,17,0
129854405,57,383.69,1,9,7,2,9,1
129854444,57,113,1,4,4,2,4,1
129854893,57,109.7,1,3,3,3,3,1
129855578,40,575.93,3,23,19,8,7.666666667,1
129855711,53,108.3,1,6,3,1,6,0
129858615,57,147,1,3,3,2,3,1
129859583,27,552.6,2,8,5,4,4,1
129861135,22,100,1,22,3,1,22,0
129861826,57,142.6,1,13,13,1,13,0
129861892,13,1460,1,4,4,2,4,1
129863448,22,121.8,1,5,5,3,5,1
129864561,27,347.4,2,30,26,8,15,1
129865330,55,108.68,1,17,9,2,17,1
129866526,57,151.6,1,15,11,1,15,0
129866692,36,543.9,3,20,16,4,6.666666667,1
129867790,57,174.9,1,12,5,1,12,0
129868436,57,133,1,2,2,1,2,0
129869047,57,287.99,1,2,2,1,2,0
129870451,56,433,1,49,10,4,49,1
129871208,56,180.3,1,9,7,3,9,1
129873941,57,2048,1,2,1,1,2,0
129875335,57,199,1,1,1,1,1,0
129881892,24,643.1,3,32,16,12,10.66666667,1
129883182,56,119.86,1,10,3,2,10,1
129887727,56,124.8,1,14,5,2,14,1
129889232,21,1183.96,3,18,4,4,6,1
129890466,56,231,1,14,7,2,14,1
129894296,2,474.21,3,39,24,8,13,1
129895484,56,69.72,1,13,2,1,13,0
129903606,56,104.4,1,10,8,1,10,0
129903933,56,188,1,1,1,1,1,0
129904389,8,223.5,2,14,13,3,7,1
129906113,17,672.2,3,33,17,9,11,1
129910301,56,292.5,1,3,2,1,3,0
129910845,35,727.1,2,17,8,3,8.5,1
129911297,51,499.35,1,33,20,3,33,1
129911969,37,149.3,1,27,3,1,27,0
129912767,54,45,1,1,1,1,1,0
129913288,56,3817,1,2,2,1,2,0
129915276,41,332.6,2,27,12,5,13.5,1
129917529,12,449.05,3,51,17,5,17,1
129922100,55,584,1,3,2,1,3,0
129922597,42,345.9,2,5,5,4,2.5,1
129926510,55,213.2,1,12,5,1,12,0
129926622,54,391.93,1,34,14,6,34,1
129929003,42,363.5,2,10,4,3,5,1
129929119,55,144,1,8,1,1,8,0
129930322,55,124.8,1,5,5,2,5,1
129931135,55,151.9,1,13,7,3,13,1
129931401,55,229.5,1,8,4,1,8,0
129935720,55,246.2,1,5,2,2,5,1
129937304,55,239.8,1,2,1,1,2,0
129937505,54,117.68,1,9,4,2,9,1
129939129,32,146.9,1,5,5,1,5,0
129939529,55,112.7,1,5,3,1,5,0
129940479,5,248.7,1,13,2,1,13,0
129943971,55,108.1,1,5,4,1,5,0
129944180,55,201.9,1,22,15,2,22,1
129945267,54,99,1,1,1,1,1,0
129945424,55,3600.1,1,3,3,3,3,1
129947137,47,201.59,1,22,12,2,22,1
129947330,55,249,1,1,1,1,1,0
129952977,48,450.4,2,4,4,3,2,1
129958264,54,489,1,1,1,1,1,0
129959391,34,169.69,2,18,8,4,9,1
129959478,6,723.9,5,50,24,11,10,1
129960218,33,539.84,2,27,4,2,13.5,0
129963093,54,297,1,6,1,1,6,0
129968887,25,299.8,2,29,19,7,14.5,1
129969831,0,566.56,4,44,21,12,11,1
129970079,54,124.98,1,3,1,1,3,0
129970702,27,348.16,3,16,12,4,5.333333333,1
129973073,54,780,1,4,1,1,4,0
129974488,32,3129.8,3,5,5,3,1.666666667,1
129982530,16,314.08,2,23,10,5,11.5,1
129983712,7,400.9,2,22,14,4,11,1
129987766,14,1174.02,5,39,22,10,7.8,1
129989146,53,94.2,1,10,6,1,10,0
129990357,19,688,1,1,1,1,1,0
129992668,13,143.1,1,9,4,2,9,1
129994327,37,102.5,1,17,6,4,17,1
129997717,16,712.4,2,9,7,3,4.5,1
130000314,32,376.4,3,26,17,6,8.666666667,1
130002891,29,100.85,1,10,9,1,10,0
130005424,53,108.8,1,17,9,3,17,1
130008590,47,235.2,2,22,10,4,11,1
130009105,52,111.5,1,2,2,1,2,0
130012091,30,232.2,1,10,9,3,10,1
130013585,38,226.1,1,22,9,2,22,1
130019308,52,205,1,7,5,1,7,0
130021321,52,195,1,3,2,1,3,0
130026469,52,74.7,1,6,5,1,6,0
130027609,5,418.3,2,8,5,3,4,1
130028055,52,111.4,1,2,2,1,2,0
130030892,24,100.4,1,5,5,2,5,1
130031003,51,153.8,1,32,13,3,32,1
130032953,20,417.6,2,26,18,4,13,1
130033342,51,128,1,1,1,1,1,0
130035313,51,119.7,1,3,1,1,3,0
130036171,43,95.3,1,8,6,2,8,1
130037936,51,159,1,1,1,1,1,0
130039429,51,289,1,1,1,1,1,0
130042147,51,49,1,1,1,1,1,0
130044344,51,299,1,1,1,1,1,0
130046339,42,213.7,2,9,5,3,4.5,1
130048080,46,25,1,2,2,1,2,0
130049919,50,199,1,10,1,1,10,0
130051465,14,2173.2,3,11,10,5,3.666666667,1
130053995,42,1499,1,1,1,1,1,0
130054142,50,108.9,1,2,2,2,2,1
130054896,50,218,1,1,1,1,1,0
130058518,49,1588,1,1,1,1,1,0
130059898,37,362.5,2,6,6,6,3,1
130060838,29,541,2,4,4,2,2,0
130062696,49,104.8,1,3,3,2,3,1
130065615,48,228.6,1,26,20,7,26,1
130066577,49,83.3,1,5,2,1,5,0
130068236,30,496.59,2,23,22,6,11.5,1
130069682,2,139,1,6,4,2,6,1
130070387,48,128.58,1,6,4,2,6,1
130071080,5,1271.2,4,35,13,10,8.75,1
130072001,48,358,1,2,2,1,2,0
130074354,30,221.7,2,9,4,3,4.5,1
130074441,47,44.4,1,2,1,1,2,0
130084325,21,999.5,4,61,20,7,15.25,1
130085590,47,79,1,1,1,1,1,0
130087827,47,101.5,1,6,6,2,6,1
130090668,8,681.88,3,85,20,10,28.33333333,1
130091248,25,124,1,3,3,2,3,1
130091665,10,376.44,4,44,39,6,11,1
130093058,45,304.8,2,9,7,4,4.5,1
130096645,34,55.1,1,4,3,2,4,1
130096895,46,80.3,1,3,3,1,3,0
130097584,46,43.9,1,1,1,1,1,0
130100463,46,325.55,1,28,16,4,28,1
130102239,4,468.3,2,34,16,3,17,1
130103248,46,80,1,1,1,1,1,0
130104778,46,49.9,1,1,1,1,1,0
130106291,2,504.26,3,51,34,10,17,1
130106919,43,1075,2,3,3,2,1.5,0
130107303,46,22,1,3,1,1,3,0
130107875,46,106,1,6,6,1,6,0
130109614,46,4948,1,1,1,1,1,0
130110414,46,521.5,1,22,12,1,22,0
130110833,46,193.85,1,13,9,5,13,1
130114463,45,1695.5,1,2,2,1,2,0
130120415,41,219.6,2,12,11,5,6,1
130120987,9,566.28,3,58,34,8,19.33333333,1
130121264,45,305.8,1,34,7,2,34,1
130122378,45,100.4,1,4,4,2,4,1
130122535,40,390.5,1,9,5,2,9,1
130127236,26,202.8,2,14,8,5,7,1
130128078,45,268,1,1,1,1,1,0
130132306,28,3664,1,2,2,1,2,0
130132808,44,143.9,1,3,3,2,3,1
130139550,44,135.2,1,8,1,1,8,0
130139764,24,654.78,2,12,5,5,6,1
130140033,44,100.88,1,13,8,3,13,1
130140956,44,8,1,1,1,1,1,0
130141457,39,794.8,2,7,6,3,3.5,1
130141724,44,4948,1,1,1,1,1,0
130142678,14,998.2,6,39,26,13,6.5,1
130143786,39,131.4,1,4,4,2,4,1
130144768,3,206.1,2,27,6,4,13.5,1
130148811,44,408,1,23,22,5,23,1
130149789,44,199,1,1,1,1,1,0
130152955,43,106.5,1,6,5,2,6,1
130154872,41,791.6,2,7,5,4,3.5,1
130157560,43,198,1,4,2,1,4,0
130158044,43,119.76,1,24,1,1,24,0
130161523,39,162.98,1,8,2,2,8,1
130164175,43,45,1,1,1,1,1,0
130165206,43,347.5,1,3,2,1,3,0
130169111,8,2287.48,9,135,44,16,15,1
130169264,29,61.7,1,3,3,2,3,1
130169716,43,54.8,1,3,2,2,3,1
130170852,0,319.56,3,49,14,8,16.33333333,1
130172272,43,100.1,1,6,6,3,6,1
130172275,41,182.3,1,5,4,2,5,1
130180010,38,1311.48,4,18,9,7,4.5,1
130180520,43,110,1,50,1,1,50,0
130180586,31,266.7,2,9,9,3,4.5,1
130181035,42,93.89,1,10,7,3,10,1
130181112,11,199,1,1,1,1,1,0
130184655,42,242.3,2,9,9,4,4.5,1
130186010,43,59.8,1,2,2,2,2,1
130189366,41,147.99,1,15,5,2,15,1
130191585,42,399,1,1,1,1,1,0
130192572,5,397,2,23,14,7,11.5,1
130195837,6,347.15,3,15,14,8,5,1
130196804,42,174.7,1,11,11,3,11,1
130196886,42,720,1,1,1,1,1,0
130197233,42,2599,1,1,1,1,1,0
130197506,42,98,1,1,1,1,1,0
130201211,38,253.98,2,20,9,4,10,1
130201259,8,569.7,2,35,17,6,17.5,1
130201670,16,1370.7,2,4,4,2,2,1
130201761,3,745.5,3,41,24,6,13.66666667,1
130202585,42,88,1,1,1,1,1,0
130205912,42,116.2,1,7,7,2,7,1
130205989,36,1419,1,1,1,1,1,0
130206033,42,375.98,1,4,2,1,4,0
130207099,42,72.5,1,17,5,3,17,1
130207264,42,100,1,3,3,1,3,0
130208431,42,84.8,1,12,1,1,12,0
130210910,42,93.5,1,10,5,2,10,1
130211430,42,159,1,2,1,1,2,0
130211579,42,189,1,1,1,1,1,0
130211800,42,45,1,1,1,1,1,0
130211954,42,232.89,1,23,4,1,23,0
130212736,42,282.35,1,47,5,3,47,1
130213690,6,151,2,14,3,2,7,0
130213713,42,288.9,1,5,4,1,5,0
130215543,42,244.4,1,6,4,3,6,1
130218099,42,52,1,20,1,1,20,0
130218172,19,480,2,4,2,2,2,0
130219263,36,114.3,1,7,7,3,7,1
130220534,42,119.76,1,24,1,1,24,0
130220753,42,199.38,1,37,19,3,37,1
130222607,42,150.57,1,18,12,4,18,1
130223864,41,204.05,1,18,13,4,18,1
130226919,41,197.43,1,12,10,4,12,1
130226973,41,201.1,1,20,11,4,20,1
130227461,30,432.09,3,11,8,3,3.666666667,1
130228458,41,318,1,10,1,1,10,0
130229807,17,215.5,2,14,3,2,7,1
130230776,34,117.6,1,18,10,4,18,1
130234162,12,427,2,2,2,2,1,0
130234469,41,103.8,1,14,12,3,14,1
130235323,41,47.2,1,4,1,1,4,0
130236321,41,104.8,1,2,2,1,2,0
130237157,25,215.7,1,29,16,5,29,1
130239154,41,162.18,1,19,13,3,19,1
130239749,3,111.2,1,4,3,2,4,1
130240961,16,313.98,2,48,8,2,24,0
130241211,41,108,1,20,1,1,20,0
130243136,30,938.5,3,20,13,7,6.666666667,1
130244346,41,112.7,1,14,8,1,14,0
130251178,41,399,1,1,1,1,1,0
130251536,27,68,1,1,1,1,1,0
130251876,36,1473.58,3,60,10,6,20,1
130251918,41,146,1,10,10,2,10,1
130251941,41,116.6,1,6,3,1,6,0
130253465,41,155.8,1,8,5,3,8,1
130255500,41,59.7,1,3,1,1,3,0
130255667,13,199,1,1,1,1,1,0
130256258,41,63.8,1,2,2,1,2,0
130256667,41,102.8,1,4,2,2,4,1
130258115,10,832.98,5,107,85,22,21.4,1
130258918,41,343.8,1,9,6,4,9,1
130259127,41,118,1,2,1,1,2,0
130259965,41,48.9,1,1,1,1,1,0
130261382,41,147,1,2,2,1,2,0
130262598,41,102.67,1,7,4,2,7,1
130263397,41,125,1,3,3,2,3,1
130267292,40,81.4,1,4,3,2,4,1
130268940,40,324.42,1,39,6,3,39,1
130269818,31,138,1,2,1,1,2,0
130272278,40,264,1,4,1,1,4,0
130275607,3,2267.5,7,273,109,14,39,1
130278574,2,535.7,3,72,10,5,24,1
130279975,33,103,1,5,5,3,5,1
130280220,35,116,1,2,1,1,2,0
130280420,40,6,1,2,2,1,2,0
130281373,40,105.9,1,12,7,2,12,1
130282051,26,650.05,2,35,5,4,17.5,1
130282789,21,85,1,1,1,1,1,0
130285699,12,255.9,1,8,7,4,8,1
130286185,39,101.8,1,3,3,2,3,1
130287064,24,103.1,1,15,8,4,15,1
130291518,40,366.8,1,2,1,1,2,0
130291732,39,234.4,1,12,6,2,12,1
130296260,37,75.9,1,2,2,2,2,1
130299237,40,160,1,5,1,1,5,0
130300576,21,892.85,3,68,28,9,22.66666667,1
130300704,40,116.81,1,14,7,1,14,0
130302225,40,198.52,1,13,2,1,13,0
130302452,40,25.9,1,13,3,1,13,0
130303519,0,1979.2,4,26,23,7,6.5,1
130308521,18,315.8,2,38,16,4,19,1
130310755,39,184.5,1,5,1,1,5,0
130311073,39,184.5,1,5,1,1,5,0
130311737,39,173.1,1,7,7,2,7,1
130312143,34,274.8,2,5,3,2,2.5,1
130312516,39,180.5,1,5,5,1,5,0
130312568,39,78.9,1,2,2,1,2,0
130313722,12,166.7,2,9,6,3,4.5,1
130313890,39,119,1,1,1,1,1,0
130314223,39,182.9,1,18,10,2,18,1
130315483,39,214,1,20,3,1,20,0
130316437,15,102.5,1,7,6,3,7,1
130318699,39,218.6,1,9,8,2,9,1
130319051,39,108.7,1,10,5,2,10,1
130319931,39,210.45,1,17,9,3,17,1
130324483,38,129.5,1,5,1,1,5,0
130326930,13,78,1,2,1,1,2,0
130328232,39,52,1,6,6,1,6,0
130335092,39,231.5,1,54,9,2,54,1
130337987,39,96.2,1,7,7,2,7,1
130342590,39,101.4,1,13,10,2,13,1
130343296,23,325.5,2,12,11,8,6,1
130347479,39,156.9,1,15,7,1,15,0
130350497,38,101.4,1,9,2,2,9,1
130354917,38,38.2,1,23,17,3,23,1
130354976,38,103.9,1,4,4,3,4,1
130355592,38,44.6,1,23,15,6,23,1
130357579,34,222.9,1,31,13,2,31,1
130358603,38,508.1,1,5,5,2,5,1
130361888,33,248.6,1,21,1,1,21,0
130362484,34,1378.4,2,49,19,6,24.5,1
130362975,5,317.1,2,28,6,2,14,0
130363481,38,52.3,1,10,9,2,10,1
130371749,37,316.6,1,12,9,3,12,1
130374279,37,132.9,1,8,7,2,8,1
130374964,37,105.3,1,9,5,1,9,0
130376780,6,953.7,5,36,29,14,7.2,1
130379837,37,110.3,1,3,3,2,3,1
130380696,26,767,2,28,17,5,14,1
130382099,37,206.4,2,6,4,4,3,1
130384369,34,299.6,2,11,10,4,5.5,1
130384832,13,1672.8,3,10,9,4,3.333333333,1
130384938,38,109.15,1,2,2,1,2,0
130385306,38,59.9,1,2,1,1,2,0
130385848,38,150.8,1,2,2,1,2,0
130388452,26,1022.58,2,65,18,5,32.5,1
130390027,38,204.8,1,16,1,1,16,0
130392890,37,468,1,1,1,1,1,0
130393895,38,182.28,1,32,10,2,32,1
130393912,38,100,1,11,3,1,11,0
130397025,38,219,1,1,1,1,1,0
130397848,38,47.9,1,4,4,2,4,1
130408600,37,4799,1,1,1,1,1,0
130410312,36,57.8,1,1,1,1,1,0
130410917,37,103.2,1,14,1,1,14,0
130415047,22,219.56,2,32,15,8,16,1
130416075,37,89,1,1,1,1,1,0
130416577,37,629,1,10,1,1,10,0
130416674,37,139.19,1,27,5,2,27,1
130418473,37,122.2,1,5,4,2,5,1
130418614,37,104.94,1,18,1,1,18,0
130419234,19,798.48,5,52,27,12,10.4,1
130420182,37,147.5,1,5,1,1,5,0
130422740,37,215,1,1,1,1,1,0
130423547,37,102.2,1,8,5,2,8,1
130424250,37,149.4,1,5,4,3,5,1
130425610,37,104.05,1,15,12,4,15,1
130426111,37,101.29,1,16,5,1,16,0
130427581,37,123.4,1,7,7,4,7,1
130428093,4,245.3,1,25,19,5,25,1
130428927,37,11.6,1,1,1,1,1,0
130429764,37,118.5,1,3,3,2,3,1
130430993,37,458,1,1,1,1,1,0
130431335,37,269.28,1,72,1,1,72,0
130435420,37,229,1,1,1,1,1,0
130436159,37,100.7,1,5,4,2,5,1
130438939,7,218,2,2,2,2,1,0
130439583,34,1199.4,2,16,11,3,8,1
130440626,37,170.7,1,6,5,2,6,1
130441018,10,272.56,2,52,32,9,26,1
130441133,37,688,1,1,1,1,1,0
130442471,16,360.96,3,18,11,4,6,1
130445386,14,59,1,3,3,1,3,0
130445414,14,310.39,2,32,26,6,16,1
130445892,36,100,1,6,6,4,6,1
130446914,36,53.88,1,4,4,1,4,0
130446994,14,120.39,1,28,17,3,28,1
130455716,36,180.5,1,9,6,3,9,1
130455744,36,113.8,1,4,3,3,4,1
130456167,36,468.2,1,33,22,6,33,1
130456271,34,90,1,15,12,5,15,1
130456600,36,84,1,10,2,1,10,0
130456818,36,419.5,1,10,2,1,10,0
130462357,26,238.07,2,15,12,3,7.5,1
130463639,29,162.7,1,5,4,2,5,1
130466445,36,285,1,1,1,1,1,0
130466557,36,405.2,1,8,2,1,8,0
130467376,33,293.4,2,7,6,4,3.5,1
130471363,7,1270.9,6,21,19,9,3.5,1
130471380,36,191.8,1,8,8,1,8,0
130472556,36,121.1,1,5,4,3,5,1
130478248,36,2388,1,1,1,1,1,0
130479406,28,277.7,2,14,13,4,7,1
130480876,36,279.7,1,27,20,5,27,1
130482200,36,295,1,1,1,1,1,0
130483218,35,100,1,14,6,2,14,1
130483805,1,118.8,1,12,1,1,12,0
130486854,27,188.7,2,16,9,4,8,1
130493017,35,124.74,1,27,1,1,27,0
130493521,35,103.2,1,32,8,3,32,1
130493763,4,369.8,3,21,14,7,7,1
130494904,35,258,1,1,1,1,1,0
130499837,35,102.2,1,6,5,2,6,1
130502697,35,899,1,1,1,1,1,0
130504352,35,109.4,1,8,3,3,8,1
130505460,31,255.4,2,10,7,5,5,1
130506238,2,450.72,4,14,11,6,3.5,1
130507817,26,199,1,5,2,2,5,1
130511693,33,280.98,2,20,10,5,10,1
130512695,35,205.5,1,6,1,1,6,0
130515878,35,65,1,1,1,1,1,0
130516399,35,111.6,1,6,1,1,6,0
130517041,4,105.3,1,6,4,3,6,1
130518841,35,154.6,1,5,4,3,5,1
130519404,19,248.05,2,26,18,9,13,1
