cust_id,No_of_days_frm_L_pur,total_sale,No_baskets,item_cnt,no_SKUs,no_Categories,avg_no_prds_w_ret,Flag_Multi_cat_p2
6176812,318,398,1,1,1,1,1,0
6180426,16,831.77,2,71,57,11,35.5,1
6180483,125,4302.7,2,10,7,3,5,0
6181984,281,743.51,6,74,36,15,12.33333333,0
6183510,72,1168.21,9,194,60,27,21.55555556,1
6186367,63,128,1,2,1,1,2,0
6187360,286,135.94,2,43,6,4,21.5,0
6187997,19,501.6,4,32,21,11,8,1
6191878,245,204.19,2,29,23,7,14.5,0
6192076,10,3598.92,23,311,174,62,13.52173913,1
6192202,177,762,7,99,52,23,14.14285714,1
6192270,8,426.62,4,112,27,10,28,1
6192918,6,5670.53,20,277,98,55,13.85,1
6195127,269,1375.4,2,28,5,3,14,0
6195433,33,947.04,6,51,33,14,8.5,1
6195990,178,289.25,1,10,6,3,10,1
6197823,68,2277.79,8,171,118,26,21.375,1
6200578,17,3366.24,22,272,202,77,12.36363636,1
6200678,3,6356.39,38,581,297,121,15.28947368,1
6201957,137,168.7,2,6,5,2,3,0
6206163,268,248.58,2,16,11,5,8,0
6208001,30,3596.36,16,184,121,46,11.5,1
6211125,14,2215.04,8,47,32,19,5.875,1
6212822,15,1982.73,17,197,170,60,11.58823529,1
6215579,27,19080.05,33,995,474,95,30.15151515,1
6216511,446,101.08,1,33,11,3,33,0
6217204,74,113.4,1,6,1,1,6,0
6219520,288,408.7,3,15,11,3,5,0
6219878,41,2272.75,12,84,67,32,7,1
6221074,18,389.59,3,18,13,3,6,0
6221657,31,118.56,1,19,14,5,19,1
6222694,441,1762.3,1,106,7,2,106,0
6223943,2,6544.24,16,347,143,57,21.6875,1
6224825,53,3807,12,54,41,20,4.5,1
6225940,243,413.1,4,40,22,8,10,0
6226438,208,102.1,1,3,3,2,3,0
6227697,188,101.63,1,7,7,2,7,0
6228713,245,118.2,1,10,10,2,10,0
6229457,230,277.53,3,41,19,8,13.66666667,0
6230169,27,6808.91,15,86,72,33,5.733333333,1
6231550,308,977,6,113,69,23,18.83333333,0
6231644,113,13232.7,34,502,226,83,14.76470588,1
6232822,323,158.2,1,2,2,2,2,0
6234410,122,168.4,1,2,2,2,2,1
6234730,11,4943.69,31,397,275,108,12.80645161,1
6234757,34,1327.55,8,81,71,23,10.125,1
6235723,3,5219.77,38,274,211,92,7.210526316,1
6236281,0,475.98,3,28,18,7,9.333333333,1
6237598,2,1735.12,13,134,104,31,10.30769231,1
6239930,413,108.8,1,4,2,2,4,0
6239932,115,1851.4,6,30,12,8,5,0
6240631,269,142.1,1,8,6,3,8,0
6241019,58,804.8,2,7,7,3,3.5,1
6241627,225,375.3,1,19,19,7,19,0
6243121,412,193.57,1,12,11,5,12,0
6247372,54,4096.61,14,273,108,37,19.5,1
6247996,148,651.1,6,55,37,17,9.166666667,0
6248266,21,1172.93,9,138,114,18,15.33333333,1
6248637,102,388.44,2,43,12,4,21.5,1
6250439,29,101.83,1,7,6,4,7,1
6250909,347,269.5,1,55,5,4,55,0
6254127,241,604.53,4,40,13,7,10,0
6254859,20,1880.91,7,114,53,17,16.28571429,1
6256511,11,2966.8,15,133,98,46,8.866666667,1
6257343,9,1138.86,9,101,73,27,11.22222222,1
6262657,256,127.89,1,8,8,3,8,0
6265419,13,108.63,1,12,5,3,12,1
6266303,53,1897.36,9,129,62,29,14.33333333,1
6266581,13,4166.4,12,197,96,51,16.41666667,1
6267214,10,1697.87,12,214,79,24,17.83333333,1
6267548,24,918.8,3,37,28,9,12.33333333,1
6267745,406,209.34,1,18,1,1,18,0
6271264,83,715.56,4,87,29,7,21.75,1
6271764,38,1366.77,2,18,15,7,9,1
6271922,93,138.39,1,5,5,3,5,1
6272328,331,116.2,1,5,4,3,5,0
6273167,115,633.98,4,12,7,6,3,1
6275714,9,5090.8,21,211,111,46,10.04761905,1
6275726,195,139,1,1,1,1,1,0
6278021,219,25776.79,11,9408,206,19,855.2727273,0
6281585,13,2012.1,12,114,81,36,9.5,1
6282689,27,1139.75,7,34,23,11,4.857142857,1
6283563,3,5876.88,42,1381,321,143,32.88095238,1
6285844,2,4790.77,30,530,196,83,17.66666667,1
6287341,26,2787.29,22,262,158,67,11.90909091,1
6292723,125,424.06,3,51,10,8,17,1
6294244,26,1404.29,10,94,70,30,9.4,1
6295101,43,2019.8,10,286,54,23,28.6,1
6296465,143,773.28,3,14,11,7,4.666666667,1
6296957,412,645.9,2,19,10,5,9.5,0
6298618,56,3631.3,6,100,23,11,16.66666667,0
6299172,412,90,1,9,6,2,9,0
6299446,125,306.28,2,19,6,4,9.5,0
6300480,3,4767.95,30,306,146,58,10.2,1
6301356,0,1301.2,8,88,80,22,11,1
6302650,359,171.4,1,13,9,3,13,0
6302654,324,423.4,4,32,29,11,8,0
6304619,13,1145.69,12,101,64,23,8.416666667,1
6306619,107,6463.33,34,727,240,101,21.38235294,1
6309042,56,189.1,1,9,9,1,9,0
6311103,131,420.14,3,24,22,5,8,0
6311437,329,101.1,1,7,5,1,7,0
6313191,118,274.6,2,17,9,5,8.5,1
6314745,12,1333.79,3,34,8,4,11.33333333,1
6318065,101,583.02,4,45,26,8,11.25,1
6320822,8,2850.28,25,238,192,81,9.52,1
6321053,21,1205.59,10,93,48,18,9.3,1
6321570,74,1341.48,10,135,70,27,13.5,1
6322827,11,1230.1,8,285,52,21,35.625,1
6323061,95,1019.4,6,62,31,10,10.33333333,1
6325713,129,1060,8,161,43,18,20.125,0
6327867,83,109.3,1,6,4,3,6,1
6327969,258,421.08,3,75,39,11,25,0
6328270,5,6007.6,15,106,80,40,7.066666667,1
6328855,2,11492.17,45,1106,251,92,24.57777778,1
6331436,30,2376.28,15,138,119,50,9.2,1
6333152,2,7634.2,50,480,321,134,9.6,1
6336158,4,1821,3,8,5,3,2.666666667,1
6336771,4,2770.79,16,309,94,41,19.3125,1
6337500,34,4900.58,24,387,132,56,16.125,1
6338555,8,2859.68,12,160,97,31,13.33333333,1
6340769,6,110.2,1,11,6,2,11,1
6341514,68,656.6,1,12,3,2,12,1
6341572,395,108.4,1,11,8,4,11,0
6341820,230,1881.2,4,27,15,7,6.75,0
6343556,34,5940.12,7,75,58,18,10.71428571,1
6345696,265,184.4,2,47,5,4,23.5,0
6346928,32,2204.86,11,223,57,20,20.27272727,1
6353656,210,947.4,3,6,6,3,2,0
6357682,4,2962.32,8,91,54,19,11.375,1
6357847,164,473.88,3,32,24,11,10.66666667,1
6361150,76,1694.66,11,208,111,23,18.90909091,1
6361787,96,1024.54,3,47,11,7,15.66666667,1
6364006,419,145.7,1,14,9,3,14,0
6367803,12,137.75,1,18,14,4,18,1
6367813,288,225.2,2,14,12,5,7,0
6368014,27,3289.77,15,204,111,42,13.6,1
6369576,3,1656.15,12,164,96,36,13.66666667,1
6369978,68,7486,4,40,9,5,10,1
6374167,16,644.4,5,59,33,13,11.8,1
6374525,6,11421.57,65,1011,384,166,15.55384615,1
6376497,7,5201.11,18,125,94,42,6.944444444,1
6377893,299,1167,3,29,20,8,9.666666667,0
6378360,68,1743.34,11,182,106,31,16.54545455,1
6379034,33,2932.7,7,155,22,14,22.14285714,1
6380852,0,4427.3,21,201,141,53,9.571428571,1
6381493,142,1225.09,4,99,27,7,24.75,1
6382686,4,2077.01,11,187,90,36,17,1
6382931,27,5697,32,298,229,81,9.3125,1
6382944,61,4617.7,2,45,4,3,22.5,0
6383013,13,3789.33,20,173,92,49,8.65,1
6383651,146,302.57,3,23,18,7,7.666666667,1
6390037,5,4019.63,22,216,87,53,9.818181818,1
6391372,108,457.55,5,54,38,17,10.8,1
6392828,98,3595.51,17,226,156,52,13.29411765,1
6393689,436,397.53,2,4,3,3,2,0
6394193,4,1154.44,8,140,45,21,17.5,1
6394856,157,223.72,2,31,7,4,15.5,1
6396270,183,471.34,3,26,19,7,8.666666667,0
6397161,3,4388,1,1,1,1,1,0
6397696,416,570.3,2,61,25,4,30.5,0
6401414,82,122,1,19,4,2,19,1
6403146,141,491.84,2,33,26,6,16.5,1
6404411,239,134.2,1,3,3,2,3,0
6405620,36,922.12,7,77,68,21,11,1
6410781,146,107.2,2,19,9,3,9.5,0
6412224,410,567.56,1,42,31,2,42,0
6413548,23,729.5,3,20,9,7,6.666666667,1
6416404,21,1976.87,12,259,123,38,21.58333333,1
6417203,16,2340.98,10,222,93,28,22.2,1
6418281,48,682.85,5,66,49,17,13.2,1
6418679,8,5861.36,20,459,190,66,22.95,1
6422089,271,439.2,2,40,23,8,20,0
6422949,8,2614.73,6,80,41,12,13.33333333,1
6424330,21,3525.4,15,294,173,62,19.6,1
6424427,59,1281.5,7,42,29,11,6,1
6425606,32,4478.13,23,350,212,73,15.2173913,1
6425982,423,49,1,4,3,1,4,0
6426073,139,2101.91,4,36,21,9,9,1
6426201,4,3016.94,13,431,135,41,33.15384615,1
6426675,181,122.56,1,13,6,2,13,1
6428153,3,6965.68,41,300,219,116,7.317073171,1
6429313,10,5830.89,36,555,282,127,15.41666667,1
6429724,446,101,1,8,6,4,8,0
6431064,13,324.44,3,17,15,7,5.666666667,1
6432638,34,884.94,7,47,34,17,6.714285714,1
6433161,5,4501.88,26,258,166,62,9.923076923,1
6433635,1,239.36,2,40,16,5,20,1
6435128,8,3187.46,23,533,161,66,23.17391304,1
6436084,112,666.73,4,57,31,13,14.25,1
6437843,8,6325.38,30,442,111,61,14.73333333,1
6440131,86,639.32,4,40,9,6,10,1
6440556,53,4963.26,14,160,105,34,11.42857143,1
6444749,341,111.3,1,15,4,1,15,0
6445736,52,115.6,1,7,7,3,7,1
6446989,346,118,1,9,7,4,9,0
6447346,216,54,1,4,4,1,4,0
6447630,133,139,1,1,1,1,1,0
6449894,227,909.51,3,84,19,7,28,0
6457054,121,252.38,2,11,11,6,5.5,1
6458687,5,180,1,12,10,4,12,1
6460022,0,975.61,8,94,71,21,11.75,1
6463427,10,829,4,38,32,8,9.5,0
6464057,64,472.39,4,30,16,7,7.5,1
6464187,83,432.8,5,17,12,6,3.4,1
6465232,88,811.81,5,62,35,15,12.4,1
6465461,324,201.9,1,6,6,3,6,0
6466898,0,2331.43,15,182,132,36,12.13333333,1
6470065,271,109.4,1,25,12,5,25,0
6471107,392,102.7,1,29,12,1,29,0
6475259,55,849.68,6,87,47,17,14.5,1
6477285,16,1622.6,9,93,42,21,10.33333333,1
6479393,92,4490.26,4,111,32,11,27.75,1
6487076,214,227.69,2,13,10,6,6.5,0
6487738,58,1631.54,11,148,96,28,13.45454546,1
6488750,0,3103.18,17,294,157,44,17.29411765,1
6490690,156,48,1,1,1,1,1,0
6495437,115,188.38,1,6,6,2,6,1
6495910,106,2205.38,12,164,27,17,13.66666667,1
6496604,8,10851.7,7,121,22,12,17.28571429,1
6499226,26,149.5,1,5,1,1,5,0
6508292,55,2624.66,9,144,63,19,16,1
6508362,58,1060.3,2,45,25,5,22.5,1
6508714,359,221.5,2,14,7,4,7,0
6508988,1,635.69,6,73,52,16,12.16666667,1
6512115,28,3499.98,15,163,59,24,10.86666667,1
6515465,270,90.71,1,12,5,2,12,0
6519136,280,1497.32,13,270,105,44,20.76923077,0
6519802,16,3486.51,23,288,154,72,12.52173913,1
6520759,203,870.13,5,65,50,15,13,0
6524668,74,500.89,5,100,28,13,20,1
6524730,230,2201.21,13,217,91,38,16.69230769,0
6525714,61,5692.07,20,241,152,60,12.05,1
6525800,119,84.5,1,2,2,1,2,0
6526117,63,865.69,8,137,32,16,17.125,1
6527706,210,92.48,1,12,9,2,12,0
6528028,138,714.1,4,27,13,9,6.75,1
6528317,26,181.59,2,18,15,6,9,1
6529585,32,6071.8,7,135,75,15,19.28571429,1
6530946,175,1400.44,2,19,10,6,9.5,0
6531158,68,131.98,1,9,5,2,9,1
6531812,34,720.5,4,82,27,10,20.5,1
6532582,402,104.5,1,10,8,5,10,0
6534016,407,89,1,1,1,1,1,0
6535876,31,2501.76,8,197,133,31,24.625,1
6536207,36,511.85,4,16,11,7,4,1
6540140,9,4616.36,29,436,220,94,15.03448276,1
6540143,50,483.09,3,12,11,5,4,1
6540173,285,106.86,1,25,6,1,25,0
6540526,92,8189.78,21,120,76,47,5.714285714,1
6542830,110,56.8,1,7,6,2,7,1
6543350,199,2886.23,2,21,13,7,10.5,0
6543687,135,307.73,2,32,14,2,16,0
6543921,25,317.6,2,14,9,6,7,1
6544197,111,401.8,3,28,18,11,9.333333333,1
6545154,8,1420.7,8,189,45,18,23.625,1
6546937,37,313.1,2,19,11,4,9.5,1
6548196,110,135.3,1,7,7,3,7,1
6549223,452,448,1,1,1,1,1,0
6549357,402,1407.4,2,20,19,9,10,0
6549735,1,589.71,2,77,37,10,38.5,1
6550850,126,884.37,5,54,21,11,10.8,1
6551422,32,1585.4,3,11,5,4,3.666666667,1
6553150,5,1596.89,14,184,132,49,13.14285714,1
6555502,110,583.91,2,31,30,7,15.5,1
6556286,272,115.3,2,16,9,4,8,0
6558664,337,891.2,4,67,40,11,16.75,0
6558965,2,1314.35,10,98,64,17,9.8,1
6559505,114,264.75,2,8,3,3,4,1
6561608,16,7363.12,15,1125,192,52,75,1
6569916,25,489.71,3,43,33,9,14.33333333,1
6571294,9,2869.4,13,117,22,14,9,1
6572567,192,842.08,2,40,31,6,20,0
6575640,87,1166.88,3,77,15,7,25.66666667,1
6576096,4,8544.6,49,584,369,163,11.91836735,1
6576532,343,209.5,2,15,12,6,7.5,0
6576554,7,3032.53,5,72,42,11,14.4,1
6576741,67,444.9,2,62,15,4,31,1
6577954,1,3781.32,24,615,76,49,25.625,1
6578401,454,141.4,1,11,10,3,11,0
6579714,244,122.7,1,6,5,3,6,0
6580849,16,3315.94,18,344,39,24,19.11111111,1
6581499,79,1117.8,5,32,13,7,6.4,1
6582717,99,514.99,3,77,29,9,25.66666667,1
6584367,213,150.5,1,15,10,5,15,0
6586320,140,1006.15,5,31,28,11,6.2,1
6586638,153,268.8,2,43,32,4,21.5,1
6586763,65,2148.55,15,222,102,40,14.8,1
6587225,14,2852.02,11,123,35,20,11.18181818,1
6587448,263,693.7,5,77,61,12,15.4,0
6587471,291,192,1,4,1,1,4,0
6588372,393,203.45,2,28,23,6,14,0
6588561,6,1258.01,9,70,54,20,7.777777778,1
6588721,121,307.8,2,21,16,6,10.5,1
6589127,38,2822.3,18,305,188,53,16.94444444,1
6589764,452,405.7,2,47,35,6,23.5,0
6592272,204,139.26,1,22,5,3,22,0
6593489,128,279.82,1,11,2,1,11,0
6594034,171,423.21,3,31,28,11,10.33333333,1
6595993,26,1034.5,2,33,6,5,16.5,1
6598019,63,2266.76,11,83,69,25,7.545454546,1
6602425,69,203.3,2,14,5,3,7,1
6603306,253,410.96,2,53,22,7,26.5,0
6608364,372,111,1,4,3,3,4,0
6610588,6,395.28,3,25,20,5,8.333333333,1
6611294,6,14800.36,21,660,209,71,31.42857143,1
6614699,77,1017.17,9,99,78,32,11,1
6615591,82,224.1,2,10,6,4,5,1
6615767,103,736.11,5,58,45,15,11.6,1
6615792,68,742.78,4,50,31,12,12.5,1
6616464,277,748.06,7,49,46,19,7,0
6616521,234,216.6,1,10,10,4,10,0
6617009,415,672.2,3,11,9,6,3.666666667,0
6617213,55,9019.99,13,103,26,16,7.923076923,1
6619379,5,1462.2,10,124,85,23,12.4,1
6620947,10,413.38,3,67,29,7,22.33333333,1
6622263,5,328.8,3,44,19,8,14.66666667,1
6626245,416,256.9,1,22,21,3,22,0
6627549,83,394.1,3,9,8,4,3,0
6627823,237,808.6,4,70,6,5,17.5,0
6629750,188,268.9,2,13,7,5,6.5,0
6630438,66,805.6,3,14,6,5,4.666666667,0
6630829,11,643.6,3,24,18,10,8,1
6635095,38,315.3,3,28,7,3,9.333333333,0
6637456,33,3663,3,11,11,6,3.666666667,1
6640720,261,463.41,2,67,11,4,33.5,0
6643273,16,28584.59,36,435,278,92,12.08333333,1
6645534,61,1288.14,6,43,24,11,7.166666667,1
6646782,103,1056.01,4,57,32,13,14.25,1
6647209,11,1136.76,7,46,28,13,6.571428571,1
6647676,59,706.78,5,64,40,14,12.8,1
6647933,34,625.71,4,21,12,5,5.25,0
6651132,2,2121.11,18,91,80,31,5.055555556,1
6652103,272,116.9,1,7,7,3,7,0
6652506,218,438.1,3,15,13,6,5,0
6652695,41,446.71,3,18,9,5,6,1
6653110,168,180.6,1,33,23,3,33,1
6653813,114,158,1,1,1,1,1,0
6654079,59,806.42,7,47,32,12,6.714285714,0
6654377,240,195.96,2,9,6,4,4.5,0
6654795,81,895.67,8,76,44,23,9.5,1
6655841,337,104.98,1,11,9,3,11,0
6657052,69,4712.18,28,280,146,67,10,1
6657188,1,1470.3,6,57,34,9,9.5,1
6660739,114,2135.15,14,167,95,48,11.92857143,1
6661771,18,4617.69,23,306,165,73,13.30434783,1
6661977,0,2894.89,16,229,96,35,14.3125,1
6662362,382,199.76,1,2,2,2,2,0
6662649,61,1080.8,5,58,38,21,11.6,1
6663477,10,216.27,2,25,13,4,12.5,1
6664658,2,3463.6,6,18,16,9,3,1
6665143,31,1050.25,11,73,43,22,6.636363636,1
6665579,116,1429.09,10,154,37,19,15.4,1
6666122,76,103.6,1,24,3,2,24,1
6666762,355,100.2,1,12,12,6,12,0
6671390,8,1312.23,11,153,36,24,13.90909091,1
6672024,54,2803.24,12,93,31,23,7.75,1
6672679,69,1708.64,9,121,50,24,13.44444444,1
6673353,33,255,2,24,19,6,12,1
6673886,421,238.84,2,46,17,3,23,0
6676136,69,572.75,1,46,12,3,46,1
6680428,95,2111.8,7,104,16,11,14.85714286,1
6682467,60,3245.8,9,118,46,15,13.11111111,1
6683086,321,364.6,3,21,19,9,7,0
6683299,55,746.6,3,46,24,9,15.33333333,1
6683326,9,1968.8,9,159,45,23,17.66666667,1
6684164,37,2028.94,14,86,35,18,6.142857143,1
6685098,173,57.5,1,3,3,1,3,0
6686081,140,206.65,2,9,8,5,4.5,1
6686614,3,13722.09,16,806,104,40,50.375,1
6687418,15,3562.7,18,557,302,73,30.94444444,1
6691174,5,3222.58,4,22,19,8,5.5,0
6695089,83,882.3,5,23,15,8,4.6,1
6695098,1,1629.74,9,111,57,22,12.33333333,1
6695587,361,499.5,4,11,10,6,2.75,0
6698232,30,2011.13,13,247,151,47,19,1
6699590,11,1130.72,10,73,57,15,7.3,1
6699656,5,465.6,3,23,18,9,7.666666667,1
6699807,89,1300.3,9,73,54,21,8.111111111,1
6700023,167,350.94,3,27,24,12,9,1
6701394,166,472.01,4,34,33,14,8.5,1
6701862,115,357.33,3,19,16,9,6.333333333,1
6703128,0,2527.87,11,116,81,28,10.54545455,1
6703205,212,693,3,18,12,8,6,0
6703784,6,4720.76,25,501,147,70,20.04,1
6704262,36,733.47,5,86,40,16,17.2,1
6704758,213,336.72,3,35,24,9,11.66666667,0
6705298,4,1266.45,11,123,100,41,11.18181818,1
6705649,3,1531.63,6,113,70,19,18.83333333,1
6705722,133,463.5,4,26,7,4,6.5,0
6706899,118,206.18,1,12,5,5,12,1
6707313,11,841.44,6,63,43,22,10.5,1
6708829,19,4810.87,16,437,275,65,27.3125,1
6709107,276,166.3,1,14,11,3,14,0
6710979,126,329.15,3,34,26,10,11.33333333,1
6713143,257,101.82,1,18,12,5,18,0
6713995,23,1565.45,11,222,35,17,20.18181818,1
6714863,260,1972.27,9,184,96,36,20.44444444,0
6714999,441,313.16,1,13,13,1,13,0
6717571,194,162.05,1,21,2,1,21,0
6717924,38,1040.76,10,89,76,36,8.9,1
6718529,64,306.9,3,17,10,4,5.666666667,0
6720539,92,3160.32,11,141,79,28,12.81818182,1
6720569,31,3317.7,8,60,36,17,7.5,0
6720776,30,5225.66,35,618,278,118,17.65714286,1
6722354,9,10434.67,52,990,564,195,19.03846154,1
6723305,18,1504,2,4,3,2,2,0
6723409,85,485.2,2,41,13,4,20.5,0
6724376,88,479.7,4,21,17,5,5.25,1
6725534,26,709.04,5,47,34,13,9.4,1
6725627,0,2429.46,12,492,75,21,41,1
6726879,86,281.6,3,62,10,5,20.66666667,1
6728191,11,103.5,1,5,2,2,5,1
6728228,221,208.93,2,32,12,3,16,0
6729702,291,2297.3,2,177,6,4,88.5,0
6730796,2,9183.49,58,667,321,167,11.5,1
6731469,60,1012.53,7,93,68,19,13.28571429,1
6731795,1,464.2,5,18,15,6,3.6,1
6732530,214,106.01,1,10,5,2,10,0
6733505,106,1079.83,5,94,63,16,18.8,1
6734224,10,1533.9,5,19,17,11,3.8,0
6734806,59,1214.42,7,134,73,19,19.14285714,1
6735252,111,1099.1,3,108,59,9,36,1
6737593,270,100.86,1,13,3,1,13,0
6738112,375,102.7,1,24,23,3,24,0
6738152,39,2654.81,16,192,95,40,12,1
6738389,157,101.1,1,7,4,1,7,0
6740205,265,814,2,2,2,2,1,0
6744732,39,5161.32,22,363,161,62,16.5,1
6746743,145,246.6,1,7,7,1,7,0
6747603,145,860.56,7,48,42,20,6.857142857,1
6749918,85,839.15,5,32,26,14,6.4,1
6750292,59,549.2,1,28,5,1,28,0
6750867,127,1237.1,8,93,45,21,11.625,1
6751895,33,3257.6,8,73,57,18,9.125,1
6752904,425,50.6,1,2,2,1,2,0
6754557,40,140.9,2,11,6,2,5.5,0
6754677,71,2515,3,24,20,9,8,1
6755894,0,3369.55,13,137,89,48,10.53846154,1
6756730,127,1139.12,5,68,25,9,13.6,1
6758675,42,906.3,6,63,54,16,10.5,1
6759162,3,2141.38,18,221,92,39,12.27777778,1
6759390,0,4181.91,26,313,111,50,12.03846154,0
6759723,25,3729.06,20,278,164,68,13.9,1
6759883,364,50.9,1,1,1,1,1,0
6760450,261,210.35,2,16,13,5,8,0
6760615,7,7305.58,42,600,176,93,14.28571429,1
6761021,71,100.8,1,2,2,2,2,1
6763103,81,441.1,3,39,4,3,13,0
6763610,152,259.3,2,16,12,5,8,0
6763761,101,1095.63,8,84,71,25,10.5,1
6764133,91,1542.3,2,62,3,3,31,1
6764837,7,627.48,5,45,18,8,9,1
6764995,60,342.7,2,30,15,5,15,1
6766567,109,129.92,1,2,2,1,2,0
6768691,28,2082.37,9,114,98,39,12.66666667,1
6768804,4,5425.35,28,643,89,48,22.96428571,1
6769241,129,24.95,1,1,1,1,1,0
6771466,19,705.55,3,23,7,4,7.666666667,1
6773843,21,2638.78,18,388,149,59,21.55555556,1
6774168,2,8759.36,31,498,284,100,16.06451613,1
6775154,106,439.74,2,31,30,5,15.5,1
6777033,400,159,1,1,1,1,1,0
6778662,100,359.4,2,41,25,5,20.5,1
6779519,261,102.91,1,16,8,2,16,0
6779945,340,165.2,1,10,8,4,10,0
6780213,251,184.93,1,3,3,2,3,0
6782172,25,2207.05,7,126,49,23,18,1
6784020,1,2753.52,15,245,116,48,16.33333333,1
6784778,13,5044.09,23,367,121,39,15.95652174,1
6785075,428,105.9,1,8,6,3,8,0
6788639,37,1603.98,10,185,144,31,18.5,1
6789392,8,7404.62,43,671,484,187,15.60465116,1
6792300,51,1065.42,6,36,31,12,6,1
6792581,29,771.16,4,41,28,12,10.25,1
6792697,145,162.9,1,5,3,2,5,1
6799195,90,4648.03,16,186,99,44,11.625,1
6800500,26,121,1,1,1,1,1,0
6801672,140,87.55,1,7,7,4,7,1
6803351,132,1148.56,6,109,61,20,18.16666667,1
6803563,15,50.7,1,3,3,3,3,1
6804045,0,1380.02,10,91,59,24,9.1,1
6804354,19,8441.78,25,255,175,86,10.2,1
6807425,6,2494.98,15,193,114,38,12.86666667,1
6807947,17,371.32,3,33,5,5,11,1
6810925,12,2043.85,20,569,210,59,28.45,1
6812289,60,754.4,3,13,12,8,4.333333333,1
6812453,35,739.26,6,97,44,22,16.16666667,1
6812809,7,609.74,4,55,21,9,13.75,1
6812863,35,1125.75,9,66,29,18,7.333333333,1
6813176,402,1685,2,10,3,3,5,0
6814494,20,834.2,7,63,31,12,9,1
6817277,19,1374.1,6,115,76,16,19.16666667,1
6818255,18,119.7,1,7,7,3,7,1
6825194,20,5795.93,19,890,151,39,46.84210526,1
6828776,160,303.7,3,29,12,7,9.666666667,0
6828852,30,2195.93,14,119,98,41,8.5,1
6830549,6,4135.33,18,128,88,40,7.111111111,1
6830719,238,105.1,1,8,7,4,8,0
6832799,84,1726.23,14,141,116,43,10.07142857,1
6833997,67,6906.58,18,442,85,38,24.55555556,1
6834532,75,357.41,3,36,8,5,12,0
6834684,26,1535.28,7,77,52,23,11,1
6834873,10,893.95,6,67,29,11,11.16666667,1
6835607,112,3828.89,14,129,83,28,9.214285714,1
6836775,25,6640.95,17,101,60,27,5.941176471,1
6838246,16,3386.97,25,459,118,58,18.36,1
6842510,390,504.6,2,22,19,4,11,0
6843002,6,3123.04,12,78,60,27,6.5,1
6843584,5,2491.02,12,108,37,22,9,1
6843775,0,770.08,2,44,18,7,22,1
6844808,310,561.8,4,38,19,11,9.5,0
6844897,99,545.3,2,61,26,6,30.5,1
6845375,6,2966.98,12,182,46,31,15.16666667,1
6848064,62,1646.3,4,74,47,11,18.5,1
6848568,218,659.9,4,11,10,7,2.75,0
6850591,95,1124.1,8,87,57,22,10.875,1
6851776,393,198.3,1,15,15,5,15,0
6852701,23,3713.41,21,317,158,56,15.0952381,1
6854951,330,558.9,2,18,15,8,9,0
6856606,20,173.94,1,25,11,2,25,1
6858646,1,2319.8,19,213,93,32,11.21052632,1
6861066,16,1778.7,5,163,49,15,32.6,1
6861127,25,5112.2,16,227,132,54,14.1875,1
6865348,267,132.7,1,19,13,3,19,0
6869061,140,684.44,5,168,94,16,33.6,1
6870277,31,2883.02,16,131,81,40,8.1875,1
6872335,453,178.8,1,15,5,4,15,0
6878705,110,532.8,3,39,35,7,13,1
6879579,169,8281.2,12,117,35,23,9.75,1
6879857,28,183,1,11,11,5,11,1
6882210,148,1533.64,6,237,41,14,39.5,1
6882505,23,788.4,5,43,29,10,8.6,1
6885209,258,186.96,1,24,1,1,24,0
6885221,1,6476.43,16,194,97,40,12.125,1
6888521,112,458.91,4,42,38,10,10.5,1
6888858,98,525.94,4,25,22,11,6.25,1
6891340,225,117.7,1,25,2,2,25,0
6893106,88,1029.27,4,19,6,6,4.75,1
6893349,8,708.59,5,71,58,19,14.2,1
6893498,389,65.5,1,4,3,2,4,0
6896372,397,125.9,1,6,6,4,6,0
6897283,5,357.29,3,33,28,6,11,1
6897510,100,140.38,1,11,9,4,11,1
6897668,99,2165.94,7,110,91,19,15.71428571,1
6898330,23,2021.2,13,138,79,30,10.61538462,1
6905431,124,100.86,1,40,6,3,40,1
6905570,3,375.59,2,40,30,5,20,0
6907583,132,440.99,4,48,14,7,12,1
6908544,16,339.47,4,27,24,6,6.75,1
6908995,28,1452.87,4,110,60,11,27.5,1
6909252,82,136.8,2,15,11,5,7.5,0
6910906,236,119,1,1,1,1,1,0
6911605,127,98,1,2,1,1,2,0
6912846,36,1168.08,8,90,42,25,11.25,1
6916895,172,99.89,1,3,2,1,3,0
6917357,192,86.7,1,5,3,1,5,0
6918212,87,1237.9,7,35,27,12,5,1
6919236,10,3308.65,25,333,174,56,13.32,1
6920422,62,1223.9,7,109,49,12,15.57142857,1
6920566,30,1030.18,5,57,39,16,11.4,1
6920723,26,814.26,6,79,58,20,13.16666667,1
6920763,2,3344.53,18,433,148,47,24.05555556,1
6921301,117,1805.11,10,80,45,23,8,1
6922044,292,81.6,1,5,2,1,5,0
6922124,64,965.2,3,20,12,7,6.666666667,1
6922243,0,2046.54,10,186,103,35,18.6,1
6922761,106,104.9,1,15,6,2,15,1
6923755,93,8336.61,10,898,151,30,89.8,1
6925885,57,555.6,3,26,19,7,8.666666667,1
6929407,308,111.3,1,11,4,2,11,0
6929712,77,953.2,7,41,28,16,5.857142857,1
6930858,97,476.92,1,14,3,2,14,1
6932931,116,373.27,4,34,15,6,8.5,1
6933828,96,413.34,3,30,25,7,10,1
